gene_id	log2FC	PValue	FDR	logCPM	LR	FDR	score
ENSG00000211724	-0.309053148037047	0.483264678737868	0.675967293847307	-2.67513842842843	0.491487130080074	0.675967293847307	0.315814945787685
ENSG00000211803	0.297515753848239	0.314352523780522	0.515436454695097	-2.83671712456579	1.01229973340706	0.515436454695097	0.502583048564773
ENSG00000211725	0.544409119228641	0.203699906103441	0.386305771012475	-2.59085724644075	1.6156463927169	0.386305771012475	0.691009171190148
ENSG00000253188	0.270892526341763	0.57234467990554	0.748912885081643	-2.70193497160192	0.318775127460903	0.748912885081643	0.242342349707519
ENSG00000183938	-0.00261582187787184	0.928739794956209	0.984171756914718	-2.82966321078441	0.00799781210777795	0.984171756914718	0.0321059452567305
ENSG00000211715	0.240398814756662	0.661305841263415	0.815074793952519	-2.74414490972732	0.191941223614215	0.815074793952519	0.179597641189463
ENSG00000211727	-0.199726058404858	0.669699672024474	0.820966439586854	-2.61692704896676	0.181953627348975	0.820966439586854	0.174119913753078
ENSG00000211789	-0.294610564477122	0.574146797147912	0.750218819496509	-2.76596940985338	0.315793227462294	0.750218819496509	0.240977053524615
ENSG00000211716	0.779120987055267	0.0781397993262715	0.196459473490538	-2.62276200030008	3.10317422723172	0.196459473490538	1.10712770843763
ENSG00000211717	-0.394702852394563	0.369641108009133	0.573342816702846	-2.66797919364934	0.804870634270131	0.573342816702846	0.432219736616509
ENSG00000229063	0.305461928843762	0.50914436262223	0.698332404992716	-2.80738234484082	0.435825209075659	0.698332404992716	0.29315906049035
ENSG00000211776	-0.228500669991419	0.529735030956827	0.714561607361027	-2.81472340510476	0.394899813010937	0.714561607361027	0.275941306565632
ENSG00000211728	0.00406668524215817	0.984266242541373	1	-2.6252707162432	0.00038890280646342	1	0.00688740967170613
ENSG00000211752	0.742868146775875	0.10776364971099	0.247868773847019	-2.77878215220118	2.58671471888702	0.247868773847019	0.967527708464519
ENSG00000211782	-0.659524459862907	0.149387919082117	0.311595245505222	-2.63455114420674	2.07848974166146	0.311595245505222	0.82568452225365
ENSG00000211751	0.273609306192202	0.607480153181915	0.776482509786581	-2.30618745810586	0.263860654495744	0.776482509786581	0.21646790621422
ENSG00000253534	-0.385968596518938	0.395194662281255	0.597780648185115	-2.68117591452304	0.722898894800842	0.597780648185115	0.403188929867435
ENSG00000253291	0.0705527211494027	0.871361156820063	0.952186854143125	-2.68282854887085	0.0262212513594946	0.952186854143125	0.0598018037698981
ENSG00000211753	0.872936400586587	0.30083013535836	0.501061806217532	-2.49701002284013	1.07051062874367	0.501061806217532	0.521678660885232
ENSG00000232869	0.575560955891046	0.201441537894071	0.383513466926633	-2.54817569748839	1.63189214543448	0.383513466926633	0.695850971626803
ENSG00000211804	-0.410692480397045	0.392280193396076	0.595154145931552	-2.80055768773176	0.731862350834851	0.595154145931552	0.406403619262625
ENSG00000211720	-0.48896163532609	0.262568083205424	0.457045739780501	-2.64688277213922	1.25516602598303	0.457045739780501	0.580758066251843
ENSG00000211783	-6.41002740173271e-16	1	1	-2.85191946895273	0	1	-4.82163733276643e-16
ENSG00000211805	-0.921600367215334	0.0325966981019366	0.103520350755175	-2.62890496691327	4.56683697312874	0.103520350755175	1.48682638977054
ENSG00000211795	0.753832651423661	0.189494704830996	0.367910552544888	-2.74889493878021	1.7215417809332	0.367910552544888	0.722402921288569
ENSG00000211784	-0.0130734786222538	0.932027857742604	0.985980399915532	-2.82195898319753	0.00727502431744398	0.985980399915532	0.0305711066555874
ENSG00000229769	0.274311186803353	0.551837944676534	0.732081718955977	-2.71047997427111	0.354034838335579	0.732081718955977	0.258188440505862
ENSG00000211806	-0.190731787600303	0.678654299782126	0.827738108117726	-2.78395394358582	0.17164461908262	0.827738108117726	0.168351394982224
ENSG00000211807	-0.0518606354709331	0.731551649008807	0.864127009610491	-2.83637491490542	0.117691689838684	0.864127009610491	0.135755006397632
ENSG00000256590	-0.184299687070545	0.644420210901576	0.803512469405787	-2.40103333313138	0.213007614328845	0.803512469405787	0.190830847294744
ENSG00000211731	0.429945351275769	0.36498569032297	0.568848531996432	-2.6216546079407	0.820665400050771	0.568848531996432	0.43772416221639
ENSG00000278030	0.194725621855756	0.672467289506247	0.823050051677426	-2.69520148989995	0.178729592353235	0.823050051677426	0.172328835983456
ENSG00000276405	-6.41002740173271e-16	1	1	-2.85191946895273	0	1	-4.82163733276643e-16
ENSG00000275791	-0.432478739907712	0.553168312844428	0.733246203465215	-2.79274764392127	0.351671754056376	0.733246203465215	0.257142705552886
ENSG00000276597	0.279624902386916	0.559230232445754	0.737931449321698	-2.74236602907643	0.34103877797201	0.737931449321698	0.252409358311273
ENSG00000274752	-0.508844345784214	0.0930856264232107	0.222993429155311	-2.83736800254584	2.82018582058923	0.222993429155311	1.03111737430339
ENSG00000276953	-0.335019993236163	0.109654893912903	0.250867969820306	-2.84476448709999	2.55918796690569	0.250867969820306	0.959971980931831
ENSG00000275158	-6.41002740173271e-16	1	1	-2.85191946895273	0	1	-4.82163733276643e-16
ENSG00000275743	-6.41002740173271e-16	1	1	-2.85191946895273	0	1	-4.82163733276643e-16
